exact_merge_group_id,exact_merge_group_name,ministry,catalog,n_rows,header_signature,sample_titles
14,"Details of buffaloes by age,sex and use in rural and urban combined for male and female"," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying","Details of Buffaloes by Age,Sex and Use in Rural and Urban combined for Male and Female (Livestock Census)",32,"SNo.,District,Buffaloes  Male Upto 2 Years,Buffaloes  Male Over 2 Years  Used for Breeding Only,Buffaloes  Male Over 2 Years  Used for Draught Only,Buffaloes  Male Over 2 Years  Used for both Draught and Breeding,Buffaloes  Male Over 2 Years  Others,Buffaloes  Male Total,Buffaloes  Female Under 1 year,Buffaloes  Female 1 to 3 Years,Buffaloes  Female Over 3 Years  In Milk,Buffaloes  Female Over 3 Years  Dry,Buffaloes  Female Over 3 Years  Not Calved Once,Buffaloes  Female Over 3 Years  Others,Buf","Details of buffaloes by age,sex and use in rural and urban combined for male and female for Andhra Pradesh - 2012 | Details of buffaloes by age,sex and use in rural and urban combined for male and female for Arunachal Pradesh - 2012 | Details of buffaloes by age,sex and use in rural and urban combined for male and female for Assam - 2012"
676,"Number of women and currently married women by present age, number of births last year by sex and birth order for Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Women and currently married women by present age, number of births last year by sex and birth order - India And States",32,"Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Present Age,Total Women,Total Currently Married Women,Number of Births Last Year  Male,Number of Births Last Year  Female,Last Years Births of Order  1,Last Years Births of Order  2,Last Years Births of Order  3,Last Years Births of Order  4,Last Years Births of Order  5,Last Years Births of Order  6,Last Years Births of Order  7","Number of women and currently married women by present age, number of births last year by sex and birth order for Scheduled Castes, 2011 - INDIA | Number of women and currently married women by present age, number of births last year by sex and birth order for Scheduled Castes, 2011 - JAMMU & KASHMIR | Number of women and currently married women by present age, number of births last year by sex and birth order for Scheduled Castes, 2011 - HIMACHAL PRADESH"
679,"Number of women and ever married women by present age, number of surviving children and total surviving children by sex for Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Women and ever married women by present age, number of surviving children and total surviving children by sex - India And States",32,"Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Present Age,Total Women,Total Ever Married Women,Number of Surviving Children  0,Number of Surviving Children  1,Number of Surviving Children  2,Number of Surviving Children  3,Number of Surviving Children  4,Number of Surviving Children  5,Total  Surviving Children  Persons,Total  Surviving Children  Male,Total  Surviving Children  Female","Number of women and ever married women by present age, number of surviving children and total surviving children by sex for Scheduled Castes, 2011 - INDIA | Number of women and ever married women by present age, number of surviving children and total surviving children by sex for Scheduled Castes, 2011 - JAMMU & KASHMIR | Number of women and ever married women by present age, number of surviving children and total surviving children by sex for Scheduled Castes, 2011 - HIMACHAL PRADESH"
491,"Main Workers, Marginal Workers, Non-Workers and Those Marginal Workers, Non-Workers Seeking/ Available for Work Classified by Educational Level and Sex for Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers, Marginal Workers, Non-Workers and Those Marginal Workers, Non-Workers Seeking/ Available for Work Classified by Educational Level and Sex, Census 2011 - India and States",32,"Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Educational level,Population  Persons,Population  Males,Population  Females,Main workers  Persons,Main workers  Males,Main workers  Females,Marginal workers  Total  Persons,Marginal workers  Total  Males,Marginal workers  Total  Females,Marginal workers  Seeking/available for work  Persons,Marginal workers  Seeking/available for work  Males,Marginal workers  Seeking/available for work  Females,Nonworkers  Total  Persons,Nonworkers  ","Main Workers, Marginal Workers, Non-Workers and Those Marginal Workers, Non-Workers Seeking/ Available for Work Classified by Educational Level and Sex for Scheduled Castes, 2011 - India | Main Workers, Marginal Workers, Non-Workers and Those Marginal Workers, Non-Workers Seeking/ Available for Work Classified by Educational Level and Sex for Scheduled Castes, 2011 - JAMMU & KASHMIR | Main Workers, Marginal Workers, Non-Workers and Those Marginal Workers, Non-Workers Seeking/ Available for Work Classified by Educational Level and Sex for Scheduled Castes, 2011 - HIMACHAL PRADESH"
682,"Number of women and ever married women by present age, parity and total children ever born by sex for Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Women and ever married women by present age, parity and total children ever born by sex - India And States",32,"Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women  Parity  0,Total Ever Married Women  Parity  1,Total Ever Married Women  Parity  2,Total Ever Married Women  Parity  3,Total Ever Married Women  Parity  4,Total Ever Married Women  Parity  5,Total Ever Married Women  Parity  6,Total Ever Married Women  Parity  7,Total Children Ever Born  Persons,Total Children Ever Born  Male,Total Children Ever Born  Female","Number of women and ever married women by present age, parity and total children ever born by sex for Scheduled Castes, 2011 - INDIA | Number of women and ever married women by present age, parity and total children ever born by sex for Scheduled Castes, 2011 - JAMMU & KASHMIR | Number of women and ever married women by present age, parity and total children ever born by sex for Scheduled Castes, 2011 - HIMACHAL PRADESH"
474,"Main Workers Classified by Industrial Category, Educational Level and Sex for Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers Classified by Industrial Category, Educational Level and Sex (For Each Caste/Tribe Separately), Census 2011 - India and States",32,"Table Code,State Code,District Code,Area Name,Total/Rural/Urban,Educational Level,Main Workers  Persons,Main Workers  Males,Main Workers  Females,Industrial Category  A  Cultivators  Persons,Industrial Category  A  Cultivators  Males,Industrial Category  A  Cultivators  Females,Industrial Category  A  Agricultural Labourers  Persons,Industrial Category  A  Agricultural Labourers  Males,Industrial Category  A  Agricultural Labourers  Females,Industrial Category  A  PlantationLivestockForestry Fis","Main Workers Classified by Industrial Category, Educational Level and Sex for Scheduled Castes, 2011 - India | Main Workers Classified by Industrial Category, Educational Level and Sex for Scheduled Castes, 2011 - Jammu & Kashmir | Main Workers Classified by Industrial Category, Educational Level and Sex for Scheduled Castes, 2011 - Himachal Pradesh"
471,"Scheduled Caste Main Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately)","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers Classified by Industrial Category, Educational Level and Sex (For Each Caste/Tribe Separately), Census 2001 - India and States",32,"Table Name,State Code,SC Code,Area Name,SC Name,Total/ Rural/ Urban,Educational Level,Main  Workers  Persons,Main  Workers  Males,Main  Workers  Females,Cultivators  Persons,Cultivators  Males,Cultivators  Females,Agricultural Labourer  Persons,Agricultural Labourer  Males,Agricultural Labourer  Females,HHI  Persons,HHI  Males,HHI  Females,Other Workers  Persons,Other Workers  Males,Other Workers  Females","Scheduled Caste Main Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Jammu & Kashmir | Scheduled Caste Main Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Himachal Pradesh | Scheduled Caste Main Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Punjab"
466,"Main Workers Classified by Industrial Category, Age and Sex for Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers Classified by Industrial Category, Age and Sex (For Each Caste/Tribe Separately), Census 2011 - India and States",32,"Table Code,State Code,District Code,Area Name,Total/Rural/Urban,Age Group,Main Workers  Persons,Main Workers  Males,Main Workers  Females,Industrial Category  A  Cultivators  Persons,Industrial Category  A  Cultivators  Males,Industrial Category  A  Cultivators  Females,Industrial Category  A  Agricultural Labourers  Persons,Industrial Category  A  Agricultural Labourers  Males,Industrial Category  A  Agricultural Labourers  Females,Industrial Category  A  PlantationLivestockForestry Fishing Hun","Main Workers Classified by Industrial Category, Age and Sex for Scheduled Castes, 2011 - India | Main Workers Classified by Industrial Category, Age and Sex for Scheduled Castes, 2011 - Jammu & Kashmir | Main Workers Classified by Industrial Category, Age and Sex for Scheduled Castes, 2011 - Himachal Pradesh"
463,"Scheduled Caste Main Workers Classified by Industrial Category, Age and Sex (Each Caste Separately)","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers Classified by Industrial Category, Age and Sex (For Each Caste/Tribe Separately), Census 2001 - India and States",32,"Table Name,State Code,SC Code,Area Name,SC Name,Total/ Rural/ Urban,AgeGroup,Main  Workers  Persons,Main  Workers  Males,Main  Workers  Females,Cultivators  Persons,Cultivators  Males,Cultivators  Females,Agricultural Labourer  Persons,Agricultural Labourer  Males,Agricultural Labourer  Females,HHI  Persons,HHI  Males,HHI  Females,Other Workers  Persons,Other Workers  Males,Other Workers  Females","Scheduled Caste Main Workers Classified by Industrial Category, Age and Sex (Each Caste Separately), 2001 - Jammu & Kashmir | Scheduled Caste Main Workers Classified by Industrial Category, Age and Sex (Each Caste Separately), 2001 - Himachal Pradesh | Scheduled Caste Main Workers Classified by Industrial Category, Age and Sex (Each Caste Separately), 2001 - Punjab"
461,"Main Workers Classified by Age, Industrial Category and Sex for Scheduled Caste","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Main Workers Classified by Age, Industrial Category and Sex, Census 2011 - India and States",32,"Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Main Workers  Persons,Main Workers  Males,Main Workers  Females,Industrial Category  A  Cultivators  Persons,Industrial Category  A  Cultivators  Males,Industrial Category  A  Cultivators  Females,Industrial Category  A  Agricultural labourers  Persons,Industrial Category  A  Agricultural labourers  Males,Industrial Category  A  Agricultural labourers  Females,Industrial Category  A  Plantation Livestock Forestry Fishing","Main Workers Classified by Age, Industrial Category and Sex for Scheduled Caste, 2011 - India | Main Workers Classified by Age, Industrial Category and Sex for Scheduled Caste, 2011 - Jammu and Kashmir | Main Workers Classified by Age, Industrial Category and Sex for Scheduled Caste, 2011 - Himachal Pradesh"
436,"Industrial Classification of Main Workers and Marginal Workers other than Cultivators and Agricultural Labourers by Sex and by Section, Division and Class for Scheduled Caste","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Industrial Classification of Main Workers and Marginal Workers other than Cultivators and Agricultural Labourers by Sex and by Section, Division and Class, Census 2011 - India and States",32,"Table Name,State Code,District Code,India/States,Division,Group,Class,NIC Name,Main Workers  Total   Persons,Main Workers  Total  Males,Main Workers  Total  Females,Main Workers  Rural   Persons,Main Workers  Rural  Males,Main Workers  Rural  Females,Main Workers  Urban   Persons,Main Workers  Urban  Males,Main Workers  Urban  Females,Marginal Workers  Total   Persons,Marginal Workers  Total  Males,Marginal Workers  Total  Females,Marginal Workers  Rural   Persons,Marginal Workers  Rural  Males,","Industrial Classification of Main Workers and Marginal Workers other than Cultivators and Agricultural Labourers by Sex and by Section, Division and Class for Scheduled Caste, 2011 - India | Industrial Classification of Main Workers and Marginal Workers other than Cultivators and Agricultural Labourers by Sex and by Section, Division and Class for Scheduled Caste, 2011 - Jammu and Kashmir | Industrial Classification of Main Workers and Marginal Workers other than Cultivators and Agricultural Labourers by Sex and by Section, Division and Class for Scheduled Caste, 2011 - Himachal Pradesh"
5,District wise Number of Indigenous Cattle by breed," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Cattle by breed (18th livestock census),32,"District Name,Indigenous breed  Alambadi,Indigenous breed  Amritmahal,Indigenous breed  Bachaur,Indigenous breed  Bargur,Indigenous breed  Bengali,Indigenous breed  Binjharpuri,Indigenous breed  Dangi,Indigenous breed  Deoni,Indigenous breed  Gangatiri,Indigenous breed  Gaolao,Indigenous breed  Ghumsuri,Indigenous breed  Gir,Indigenous breed  Hallikar,Indigenous breed  Hariana,Indigenous breed  Jellicut,Indigenous breed  Kangayam,Indigenous breed  Kankrej,Indigenous breed  Kenkatha,Indigenous br","District wise Number of Indigenous Cattle by breed, 2007 - Andhra Pradesh | District wise Number of Indigenous Cattle by breed, 2007 - Arunachal Pradesh | District wise Number of Indigenous Cattle by breed, 2007 - Assam"
32,District wise Number of Poultry Farms and Poultry Birds in Farms," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Details of Poultry Farms and Poultry Birds in Farms,32,"Districts,Rural/ Urban/ Total,Type of Poultry farmsLayer Farms, Type of Poultry farmsBroiler farms, Type of Poultry farmsDuck and other Poultry , Type of Poultry farmsTotal, Number of Poultry Birds in farmsLayer,Number of Poultry Birds in farmsBroiler,Number of Poultry Birds in farmsDucks, Number of Poultry Birds in farmsOthers, Total","District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Andhra Pradesh | District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Arunachal Pradesh | District wise Number of Poultry Farms and Poultry Birds in Farms, 2007  - Assam"
8,District wise Details of Backyard Poultry," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Details of Backyard Poultry (18th livestock census),32,"District Name,Rural / Urban / Total,Fowls  Cocks  Improved,Fowls  Cocks  Desi,Fowls  Cocks  Total,Fowls  Hens  Improved,Fowls  Hens  Desi,Fowls  Hens  Total,Fowls  Chickens below 5 months  For Eggs  Improved,Fowls  Chickens below 5 months  For Eggs  Desi,Fowls  Chickens below 5 months  For Eggs  Total,Fowls  Chickens below 5 months  For Meat  Improved,Fowls  Chickens below 5 months  For Meat  Desi,Fowls  Chickens below 5 months  For Meat  Total,Fowls  Total Fowls,Ducks  Drakes  Improved,Ducks  D","District wise Details of Backyard Poultry, 2007 - Andhra Pradesh | District wise Details of Backyard Poultry, 2007 - Arunachal Pradesh | District wise Details of Backyard Poultry, 2007 - Assam"
418,Female headed households by type of structure of the census houses occupied for Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Female headed households by type of structure of the census houses occupied,32,"Table Name,State Code,District Code,Area Name,Total/ Rural/ Urban,Total number of households,Type of Census Houses  Permanent,Type of Census Houses  Semipermanent,Type of Census Houses  Temporary  Total,Type of Census Houses  Temporary  Serviceable,Type of Census Houses  Temporary  NonServiceable,Unclassifiable","Female headed households by type of structure of the census houses occupied for Scheduled Castes, 2011 - INDIA | Female headed households by type of structure of the census houses occupied for Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households by type of structure of the census houses occupied for Scheduled Castes, 2011 - HIMACHAL PRADESH"
415,Female headed households by predominant materials of roof and wall of census houses occupied by them for Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Female headed households by predominant materials of roof and wall of census houses occupied by them,32,"Table Name,State Code,District Code,Area Name,Total/Rural/Urban,Material of wall,Material of Roof  Total Number of female headed households,Material of Roof  Grass/thatch/ bamboo/ wood/mud etc.,Material of Roof  Plastic/ Polythene,Material of Roof  Hand made tiles,Material of Roof  Machine made tiles,Material of Roof  Burnt brick,Material of Roof  Stone/ Slate,Material of Roof  G.I./metal/asbestos sheets,Material of Roof  Concrete,Material of Roof  Any other","Female headed households by predominant materials of roof and wall of census houses occupied by them for Scheduled Castes, 2011 - INDIA | Female headed households by predominant materials of roof and wall of census houses occupied by them for Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households by predominant materials of roof and wall of census houses occupied by them for Scheduled Castes, 2011 - HIMACHAL PRADESH"
412,Female headed households by predominant material of floor of census houses occupied by them for Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Female headed households by predominant material of floor of census houses occupied by them,32,"Table Name,State Code,District Code,Area Name,Total/Rural/Urban,Total number of households,Material of Floor  Mud,Material of Floor  Wood/ Bamboo,Material of Floor  Burnt Brick,Material of Floor  Stone,Material of Floor  Cement,Material of Floor  Mosaic/ Floor tiles,Material of Floor  Any other material","Female headed households by predominant material of floor of census houses occupied by them for Scheduled Castes, 2011 - INDIA | Female headed households by predominant material of floor of census houses occupied by them for Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households by predominant material of floor of census houses occupied by them for Scheduled Castes, 2011 - HIMACHAL PRADESH"
409,"Female headed households by ownership status of the census houses, size of the household and number of dwelling rooms for Scheduled Castes","Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Female headed households by ownership status of the census houses, size of the household and number of dwelling rooms",32,"Table Name,State Code,District Code,Area Name,Total/ Rural/ Urban,Ownership status,Household size,Total number of female headed households,Households having number of dwelling rooms  No exclusive room,Households having number of dwelling rooms  One room,Households having number of dwelling rooms  Two rooms,Households having number of dwelling rooms  Three rooms,Households having number of dwelling rooms  Four rooms,Households having number of dwelling rooms  Five rooms,Households having number o","Female headed households by ownership status of the census houses, size of the household and number of dwelling rooms for Scheduled Castes, 2011 - INDIA | Female headed households by ownership status of the census houses, size of the household and number of dwelling rooms for Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households by ownership status of the census houses, size of the household and number of dwelling rooms for Scheduled Castes, 2011 - HIMACHAL PRADESH"
406,Female headed households by availability of type of latrine facilityfor Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Female headed households by availability of type of latrine facility,32,"Table Name,State Code,District Code,Area Name,Total/ Rural/ Urban,Total number of female headed  households,Number of households having latrine facility within the premises,Type of latrine facility within the premises  Flush/pour flush latrine connected to  Piped sewer system,Type of latrine facility within the premises  Flush/pour flush latrine connected to  Septic tank,Type of latrine facility within the premises  Flush/pour flush latrine connected to  Other system,Type of latrine facility wit","Female headed households by availability of type of latrine facilityfor Scheduled Castes, 2011 - INDIA | Female headed households by availability of type of latrine facilityfor Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households by availability of type of latrine facilityfor Scheduled Castes, 2011 - HIMACHAL PRADESH"
403,Female headed households by availability of separate kitchen and type of fuel used for cooking for Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Female headed households by availability of separate kitchen and type of fuel used for cooking,32,"Table Name,State Code,District Code,Area Name,Total/ Rural/ Urban,Availability of separate kitchen ,Total number of households,Type of Fuel used for Cooking  Firewood,Type of Fuel used for Cooking  Crop residue,Type of Fuel used for Cooking  Cowdung cake,Type of Fuel used for Cooking  CoalLigniteCharcoal,Type of Fuel used for Cooking  Kerosene,Type of Fuel used for Cooking  LPG/PNG,Type of Fuel used for Cooking  Electricity,Type of Fuel used for Cooking  Biogas,Type of Fuel used for Cooking  Any","Female headed households by availability of separate kitchen and type of fuel used for cooking for Scheduled Castes, 2011 - INDIA | Female headed households by availability of separate kitchen and type of fuel used for cooking for Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households by availability of separate kitchen and type of fuel used for cooking for Scheduled Castes, 2011 - HIMACHAL PRADESH"
7,Details poultry birds in farms / hatcheries in rural and urban combined," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Details Poultry Birds in Farms / Hatcheries in Rural and Urban combined (Livestock Census),32,"SNo.,District,Number of Poultry Birds in Farms / Hatcheries  Layer,Number of Poultry Birds in Farms / Hatcheries  Broiler,Number of Poultry Birds in Farms / Hatcheries  Duck,Number of Poultry Birds in Farms / Hatcheries  Others",Details poultry birds in farms / hatcheries in rural and urban combined for Andhra Pradesh - 2012 | Details poultry birds in farms / hatcheries in rural and urban combined for Arunachal Pradesh - 2012 | Details poultry birds in farms / hatcheries in rural and urban combined for Assam - 2012
400,Female headed households by availability of bathing facility and type of drainage connectivity for waste water outlet for Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Female headed households by availability of bathing facility and type of drainage connectivity for waste water outlet,32,"Table Name,State Code,District Code,Area Name,Total/ Rural/ Urban,Total Number of female headed households,Number of households having bathing facility within the premises  Yes  Bathroom,Number of households having bathing facility within the premises  Yes  Enclosure without roof,Number of households having bathing facility within the premises  No,Waste water outlet connected to  Closed drainage,Waste water outlet connected to  Open drainage,Waste water outlet connected to  No drainage","Female headed households by availability of bathing facility and type of drainage connectivity for waste water outlet for Scheduled Castes, 2011 - INDIA | Female headed households by availability of bathing facility and type of drainage connectivity for waste water outlet for Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households by availability of bathing facility and type of drainage connectivity for waste water outlet for Scheduled Castes, 2011 - HIMACHAL PRADESH"
981,Category-wise Number of Newly Registered and Total Registered Motor Vehicles,Ministry of Road Transport and Highways,Road Transport Year Book: 2015-16,32,"Type,Category,Type of Vehicles,Newly Registered  201516,Total Registered as on 31st March  2016",Category-wise Number of Newly Registered and Total Registered Motor Vehicles in Andhra Pradesh during 2015-16 | Category-wise Number of Newly Registered and Total Registered Motor Vehicles in Arunachal Pradesh during 2015-16 | Category-wise Number of Newly Registered and Total Registered Motor Vehicles in Assam during 2015-16
397,Female headed households availing banking services and number of households having each of the specified assets for Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Female headed households availing banking services and number of households having each of the specified assets,32,"Table Name 1,State Code 2,District Code 3,Area Name 4,Total/ Rural/ Urban 5,Total number of female headed households 6,Total number of female headed households availing banking services 7,Availability of assets  Radio/Transistor 8,Availability of assets  Television 9,Availability of assets  Computer/Laptop  With Internet 10,Availability of assets  Computer/Laptop  Without Internet 11,Availability of assets  Telephone/Mobile Phone  Landline only 12,Availability of assets  Telephone/Mobile Phone  ","Female headed households availing banking services and number of households having each of the specified assets for Scheduled Castes, 2011 - INDIA | Female headed households availing banking services and number of households having each of the specified assets for Scheduled Castes, 2011 - JAMMU & KASHMIR | Female headed households availing banking services and number of households having each of the specified assets for Scheduled Castes, 2011 - HIMACHAL PRADESH"
392,Ever married and currently married population by age at marriage and duration of marriage for Scheduled Castes,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Ever married and currently married population by age at marriage and duration of marriage - India and States,32,"Table Name,State Code,District Code,Area Name,Total/ Rural/ Urban,Age at marriage,Number of ever married persons  Males,Number of ever married persons  Females,Duration of marriage of currently married persons  All durations  Males,Duration of marriage of currently married persons  All durations  Females,Duration of marriage of currently married persons  04 yr  Males,Duration of marriage of currently married persons  04 yr  Females,Duration of marriage of currently married persons  59 yr  Males,","Ever married and currently married population by age at marriage and duration of marriage for Scheduled Castes, 2011 - INDIA | Ever married and currently married population by age at marriage and duration of marriage for Scheduled Castes, 2011 - JAMMU & KASHMIR | Ever married and currently married population by age at marriage and duration of marriage for Scheduled Castes, 2011 - HIMACHAL PRADESH"
4,District wise Number of Cattle by breed," Ministry of Fisheries, Animal Husbandry and Dairying,Department of Animal Husbandry and Dairying",Cattle by breed (18th livestock census),32,"Districts,ExoticJersey,ExoticHolstein Friesion,ExoticOther Exotic,Total Exotic Cattle,CrossbredJersey,CrossbredHolstein Friesion,CrossbredOther Crossbred,Total Crossbred Cattle","District wise Number of Cattle by breed, 2007 - Andhra Pradesh | District wise Number of Cattle by breed, 2007 - Arunachal Pradesh | District wise Number of Cattle by breed, 2007 - Assam"
369,Educational Level by Age and Sex for Population Age 7 and Above for SC,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Educational Level by Age and Sex for Population Age 7 and Above, 2011 - India and States",32,"Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Agegroup,Total Persons,Total Males,Total Females,Illiterate  Persons,Illiterate  Males,Illiterate  Females,Literate  Persons,Literate  Males,Literate  Females,Educational level  Literate without educational level  Persons,Educational level  Literate without educational level  Males,Educational level  Literate without educational level  Females,Educational level  Below Primary  Persons,Educational level  Below Primary  Males,Educatio","Educational Level by Age and Sex for Population Age 7 and Above for SC, 2011 - INDIA | Educational Level by Age and Sex for Population Age 7 and Above for SC, 2011 - JAMMU & KASHMIR | Educational Level by Age and Sex for Population Age 7 and Above for SC, 2011 - HIMACHAL PRADESH"
365,Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately),"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Educational Level by Age and Sex for Population Age 7 and Above (For Each Caste/Tribe Separately), Census 2001 - India and States",32,"Table Name,State Code,District Code,SC Code,Area Name,Name of the Scheduled Caste,Total/ Rural/ Urban,Total  Persons,Total  Males,Total  Females,Illiterate  Persons,Illiterate  Males,Illiterate  Females,Literate  Persons,Literate  Males,Literate  Females,Educational level  Literate without educational level  Persons,Educational level  Literate without educational level  Males,Educational level  Literate without educational level  Females,Educational level  Below primary  Persons,Educational leve","Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately), 2001 - Jammu & Kashmir | Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately), 2001 - Himachal Pradesh | Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately), 2001 - Punjab"
362,Scheduled Caste Educational Level by Age and Sex for Population Age 7 and Above (Each Caste Separately),"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Educational Level by Age and Sex for Population Age 7 and Above (For Each Caste/Tribe Separately), Census 2001 - India and States",32,"Table Name,State Code,District Code,SC Code,Area Name,SC Name,Total/ Rural/ Urban,AgeGroup,Total  Persons,Total  Males,Total  Females,Illiterate  Persons,Illiterate  Males,Illiterate  Females,Literate  Persons,Literate  Males,Literate  Females,Educational Level  Literate Without Educational Level  Persons,Educational Level  Literate Without Educational Level  Males,Educational Level  Literate Without Educational Level  Females,Educational Level  Below Primary  Persons,Educational Level  Below Pr","Scheduled Caste Educational Level by Age and Sex for Population Age 7 and Above (Each Caste Separately), 2001 - Jammu & Kashmir | Scheduled Caste Educational Level by Age and Sex for Population Age 7 and Above (Each Caste Separately), 2001 - Himachal Pradesh | Scheduled Caste Educational Level by Age and Sex for Population Age 7 and Above (Each Caste Separately), 2001 - Punjab"
360,Education Level Graduate and Above by Sex for Population Age 15 and Above for SC,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India",Education Level Graduate and Above by Sex for Population Age 15 and Above - India and States,32,"Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Agegroup,Total Population  Persons,Total Population  Males,Total Population  Females,Educational level  Graduate and above  Persons,Educational level  Graduate and above  Males,Educational level  Graduate and above  Females,Educational level  Graduate degree other than technical degree  Persons,Educational level  Graduate degree other than technical degree  Males,Educational level  Graduate degree other than technical degree  Female","Education Level Graduate and Above by Sex for Population Age 15 and Above for SC, 2011 - INDIA | Education Level Graduate and Above by Sex for Population Age 15 and Above for SC, 2011 - JAMMU & KASHMIR | Education Level Graduate and Above by Sex for Population Age 15 and Above for SC, 2011 - HIMACHAL PRADESH"
354,Distribution of Households by the Condition of Census Houses Occupied by them for Scheduled Caste,"Ministry of Home Affairs, Department of Home, Registrar General and Census Commissioner, India","Distribution of Households by the Condition of Census Houses Occupied by them, Census 2001 - India and States",32,"Table Name,State Code,Distt. Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Condition of Census Houses  Total  Total,Condition of Census Houses  Total  Good,Condition of Census Houses  Total  Livable,Condition of Census Houses  Total  Dilapidated,Condition of Census Houses  Residence  Total,Condition of Census Houses  Residence  Good,Condition of Census Houses  Residence  Livable,Condition of Census Houses  Residence  Dilapidated,Condition of Census Houses  ResidenceCumOther Use  Total,Condition","Distribution of Households by the Condition of Census Houses Occupied by them for Scheduled Caste, 2001 - Jammu & Kashmir | Distribution of Households by the Condition of Census Houses Occupied by them for Scheduled Caste, 2001 - Himachal Pradesh | Distribution of Households by the Condition of Census Houses Occupied by them for Scheduled Caste, 2001 - Punjab"
