Collection,n_rows,flags,contrasting_or_subset,n_unexplained_tokens,unexplained_tokens,n_states,merge_add_columns,sample_titles
Crime Head-wise Police Disposal of Cyber Crime Cases in Metropolitan Cities (schema 12),3,unexplained,,5,cases crimes cyber ipc sll,0,,Crime Head-wise Police Disposal of Cyber Crime Cases in Metropolitan Cities during 2020 | Crime Head-wise Police Disposal of IPC Crimes in Metropolitan Cities during 2020
Crime Head-wise Police Disposal of Cyber Crime Cases in Metropolitan Cities (schema 7),3,unexplained,,5,cases crimes cyber ipc sll,0,,Crime Head-wise Court Disposal of Cyber Crime Cases in Metropolitan Cities during 2020 | Crime Head-wise Court Disposal of IPC Crimes in Metropolitan Cities during 2020
Crime Head-wise Police Disposal of Cyber Crime Cases in Metropolitan Cities (schema 8),3,unexplained,,5,cases crimes cyber ipc sll,0,,Crime Head-wise Court Disposal of IPC Crimes in Metropolitan Cities during 2021 | Crime Head-wise Court Disposal of SLL Crimes in Metropolitan Cities during 2021
Crime Head-wise Court Disposal of Crime against Children in Metropolitan Cities (schema 7),3,unexplained,,5,children city number wise women,0,,City-wise Number of Police Disposal of Crime against Women in Metropolitan Cities during 2022 | City-wise Number of Police Disposal of Crime against Children in Metropolitan Cities during 2022
Crime Head-wise Court Disposal of Crime against Children in Metropolitan Cities (schema 3),4,unexplained,,5,children city number wise women,0,,City-wise Number of Court Disposal of Crime against Women in Metropolitan Cities during 2022 | City-wise Number of Court Disposal of Crime against Children in Metropolitan Cities during 2022
Crime Head-wise Disposal of Persons Arrested for Crime against Children in Metropolitan Cities (schema 7),3,unexplained,,5,children city number wise women,0,year,City-wise Number of Disposal of Persons Arrested for Crime against Women in Metropolitan Cities during 2022 | Disposal of Persons Arrested for Crime against Women in Metropolitan Cities during 2023
Block wise Construction of Deep Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),3,unexplained,,4,deep dugwells shallow tubewells,0,,Block wise Construction of Deep Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94) | Block wise Construction of Dugwells over the years for 2nd census Minor Irrigation Schemes (1993-94)
Block wise Construction of Deep Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 5),3,unexplained,,4,deep dugwells shallow tubewells,0,,Block wise Construction of Deep Tubewells over the years for 3rd census of minor irrigation scheme (2000-01) | Block wise Construction of Dugwells over the years for 3rd census of minor irrigation scheme (2000-01)
Block wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),3,unexplained,,4,deep dugwells shallow tubewells,0,,Block wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94) | Block wise Culturable command area and potential created through Dugwells for 2nd census of minor irrigation schemes (1993-94)
Block wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 5),3,unexplained,,4,deep dugwells shallow tubewells,0,,Block wise Culturable Command Area and Potential Created through Deep Tubewells for 3rd census of minor irrigation scheme (2000-01) | Block wise Culturable Command Area and Potential Created through Dugwells for 3rd census of minor irrigation scheme (2000-01)
Block-wise CCA and season wise potential created through Deep Tubewell - 4th Minor Irrigation Census (2006-07) (schema 1),2,unexplained,,4,deep shallow tubewell tubewells,0,,Block-wise CCA and season wise potential created through Deep Tubewell - 4th Minor Irrigation Census (2006-07) | Block-wise CCA and season wise potential created through Shallow Tubewells - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Surface Flow Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01) (schema 3),2,unexplained,,4,flow lift source sources,0,,Block wise Distribution of Surface Flow Schemes according to Finance source for 2nd census of Minor Irrigation Schemes (1993-94) | Block wise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94)
Block-wise CCA and season wise potential created through Deep Tubewell - 4th Minor Irrigation Census (2006-07) (schema 3),2,unexplained,,4,deep shallow tubewell tubewells,0,,District-wise CCA and season wise potential created through Deep Tubewell - 4th Minor Irrigation Census (2006-07) | District-wise CCA and season wise potential created through Shallow Tubewells - 4th Minor Irrigation Census (2006-07)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 7),2,unexplained,,4,2nd 3rd scheme schemes,0,year,District wise Distribution of Deep Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) | District wise Distribution of Deep Tubewells according to Water Lifting Device for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells in use according to Utilization of Potential Created for 3rd census of minor irrigation scheme (2000-01) (schema 1),3,unexplained,,4,deep dugwells shallow tubewells,0,,District wise Distribution of Deep Tubewells in use according to Utilization of Potential Created for 3rd census of minor irrigation scheme (2000-01) | District wise Distribution of Dugwells in use according to Utilization of Potential Created for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells in use and their Potential Created/ Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01) (schema 1),3,unexplained,,4,deep dugwells shallow tubewells,0,,District wise Distribution of Deep Tubewells in use and their Potential Created/Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01) | District wise Distribution of Dugwells in use and their Potential Created/Utilized according to Public and Private for 3rd census of minor irrigation scheme (2000-01)
District wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (schema 2),2,unexplained,,4,2nd 3rd scheme schemes,0,,District wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes | District wise Distribution of Dugwells according to ownership for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Dugwells according to Social status for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,4,2nd 3rd scheme schemes,0,,District wise Distribution of Dugwells according to social status for 2nd census of minor irrigation schemes | District wise Distribution of Dugwells according to Social status for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 1),2,unexplained,,4,2nd 3rd scheme schemes,0,year,District wise Distribution of Shallow Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94) | District wise Distribution of Shallow Tubewells according to source of Finance for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 4),2,unexplained,,4,2nd 3rd scheme schemes,0,year,District wise Distribution of Shallow Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) | District wise Distribution of Shallow Tubewells according to Water Lifting Device for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Surface Lift Schemes according to Horse Power of Lifting Device for 3rd census of minor irrigation scheme (2000-01) (schema 1),2,unexplained,,4,2nd 3rd scheme water,0,year,District wise Distribution of surface lift schemes according to lifting device for 2nd census of minor irrigation schemes (1993-94) | District wise Distribution of Surface Lift Schemes according to Water Lifting Device for 3rd census of minor irrigation scheme (2000-01)
Block wise Dugwells according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,4,2nd 3rd scheme schemes,0,,District wise Dugwells according to water distribution system for 2nd census of minor irrigation schemes | District wise Dugwells according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01)
Block-wise CCA and season wise potential created through Deep Tubewell - 4th Minor Irrigation Census (2006-07) (schema 4),2,unexplained,,4,deep shallow tubewell tubewells,0,,State-wise CCA and season wise potential created through Deep Tubewell - 4th Minor Irrigation Census (2006-07) | State-wise CCA and season wise potential created through Shallow Tubewells - 4th Minor Irrigation Census (2006-07)
Block wise Culturable Command Area and Potential Created through Surface Flow Schemes for 3rd census of minor irrigation scheme (2000-01) (schema 1),3,unexplained,,4,2nd 3rd flow lift,0,year,State wise Culturable command area and potential created through Surface Flow Scheme for 2nd census of Minor Irrigation Schemes (1993-94) | State wise Culturable Command Area and Potential Created through Surface Flow Schemes for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 2),2,unexplained,,4,2nd 3rd scheme schemes,0,year,State wise Distribution of Deep Tubewells according to source of Finance for 3rd census of minor irrigation scheme (2000-01) | State wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 9),2,unexplained,,4,2nd 3rd scheme schemes,0,year,State wise Distribution of Deep Tubewells according to Water Lifting Device for 3rd census of minor irrigation scheme (2000-01) | State wise Distribution of Deep Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 8),2,unexplained,,4,2nd 3rd scheme schemes,0,year,State wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 3rd census of minor irrigation scheme (2000-01) | State wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 5),2,unexplained,,4,2nd 3rd scheme schemes,0,year,State wise distribution of shallow tubewells according to water lifting device for 3rd census of minor irrigation scheme (2000-01) | State wise Distribution of Shallow Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)
Block wise Distribution of Surface Flow Schemes according to Social status for 3rd census of minor irrigation scheme (2000-01) (schema 7),2,unexplained,,4,flow lift source sources,0,,State wise Distribution of Surface Flow Schemes according to Finance source for 2nd census of minor irrigation schemes (1993-94) | State wise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94)
Block wise Distribution of Surface Lift Schemes according to Horse Power of Lifting Device for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,4,2nd 3rd scheme water,0,year,State wise Distribution of surface lift schemes according to lifting device for 2nd census of minor irrigation schemes (1993-94) | State wise Distribution of Surface Lift Schemes according to Water Lifting Device for 3rd census of minor irrigation scheme (2000-01)
Block wise Culturable Command Area and Potential Created through Surface Flow Schemes for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,4,2nd 3rd flow lift,0,year,Village wise Culturable command area and potential created through Surface Flow Scheme for 2nd census of Minor Irrigation Schemes (1993-94) | Village wise Culturable Command Area and Potential Created through Surface Lift Schemes for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 3),2,unexplained,,4,2nd 3rd scheme schemes,0,year,Village wise Distribution of Deep Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) | Village wise Distribution of Deep Tubewells according to Water Lifting Device for 3rd census of minor irrigation scheme (2000-01)
District wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (schema 1),2,unexplained,,4,2nd 3rd scheme schemes,0,year,Village wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (1993-94) | Village wise Distribution of Dugwells according to ownership for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Dugwells according to Social status for 3rd census of minor irrigation scheme (2000-01) (schema 1),2,unexplained,,4,2nd 3rd scheme schemes,0,year,Village wise Distribution of Dugwells according to social status for 2nd census of minor irrigation schemes (1993-94) | Village wise Distribution of Dugwells according to Social status for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 2),2,unexplained,,4,2nd 3rd scheme schemes,0,year,Village wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) | Village wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) (schema 1),2,unexplained,,4,2nd 3rd scheme schemes,0,year,Village wise Distribution of Shallow Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94) | Village wise Distribution of Shallow Tubewells according to Water Lifting Device for 3rd census of minor irrigation scheme (2000-01)
Block wise Distribution of Surface Flow Schemes according to The Farmers holding size for 3rd census of minor irrigation scheme (2000-01) (schema 2),2,unexplained,,4,2nd 3rd farmers scheme,0,,Village wise Distribution of Surface Flow Schemes according to The Farmers holding size for 3rd census of minor irrigation scheme (2000-01) | Village wise Distribution of Surface Flow Schemes according to the holding size for 2nd census of Minor Irrigation Schemes (1993-94)
Block wise Dugwells according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01) (schema 1),2,unexplained,,4,2nd 3rd scheme schemes,0,year,Village wise Dugwells according to water distribution system for 2nd census of minor irrigation schemes (1993-94) | Village wise Dugwells according to Water Distribution System for 3rd census of minor irrigation scheme (2000-01)
Distribution of Deep Tubewells According to Water Distribution System and Potential Utilised for 5th Minor Irrigation Census (2013-14),3,unexplained,,4,deep medium shallow use,0,,Distribution of Shallow Tubewells in use According to Water Distribution System and Potential Utilised for 5th Minor Irrigation Census (2013-14) | Distribution of Medium Tubewells in use  According to Water Distribution System and Potential Utilised for 5th Minor Irrigation Census (2013-14) 
"Distribution of Deep Tubewells (in use, Temporarily not in use) According to Horse Power of Lifting Devices for 5th Minor Irrigation Census (2013-14) (schema 1)",3,unexplained,,4,deep medium shallow water,0,,"Distribution of Shallow Tubewells (in use, Temporarily not in use)  According to Lifting Devices for 5th Minor Irrigation Census (2013-14) | Distribution of Medium Tubewells (in use, Temporarily not in use) According to Water Lifting Devices for 5th Minor Irrigation Census (2013-14)"
Distribution of Surface Lift Schemes According To Ownership for 5th Minor Irrigation Census (2013-14),2,unexplained,,4,flow lift scheme schemes,0,,Distribution of Surface flow Scheme According to Ownership for 5th Minor Irrigation Census (2013-14) | Distribution of Surface Lift Schemes  According To Ownership for 5th Minor Irrigation Census (2013-14)
State-wise Number and Area of Operational Holdings for Scheduled Tribes of Large Size Group,4,unexplained,,4,large marginal medium semi,0,year,State-wise Number and Area of Operational Holdings for Scheduled Tribes of Marginal Size Group during 2005-06 and 2010-11 | State-wise Number and Area of Operational Holdings for Scheduled Tribes of Semi-medium Size Group during 2005-06 and 2010-11
ICAR Publication Repository as on Date: ATARI-Jabalpur Collection,4,unexplained,,4,jabalpur jodhpur kanpur ludhiana,0,,ICAR Publication Repository as on Date: ATARI-Ludhiana Collection | ICAR Publication Repository as on Date: ATARI-Jabalpur Collection
Personnel Statistics of Air Asia,8,unexplained,,4,asia costa go zoom,1,year,Personnel Statistics of Air Asia during 2015-16 | Personnel Statistics of Air Costa during 2015-16
Year-wise Detailed Financial Results of Air Asia (schema 1),5,unexplained,,4,alliance asia costa go,1,,Year-wise Detailed Financial Results of Air Asia during 2014-15 and 2015-16 | Year-wise Detailed Financial Results of Air Costa from 2013-14 to 2015-16
Monthly Traffic and Operating Statistics of Air India Express on Scheduled Domestic Services (schema 6),3,unexplained,,4,domestic international national private,0,,Monthly Traffic and Operating Statistics of National Carriers on Non Scheduled Domestic Services during 2015-16 | Monthly Traffic and Operating Statistics of Private Carriers on Non Scheduled Domestic Services during 2015-16
Year-wise Detailed Financial Results of Air Asia (schema 2),4,unexplained,,4,alliance asia go zoom,0,,Year-wise Detailed Financial Results of Go Air from 2012-13 to 2016-17 | Year-wise Detailed Financial Results of Alliance Air from 2012-13 to 2016-17
Import data of major commodities through Port DELHI (ICD),4,unexplained,,4,air export icd import,1,,Export data of major commodities through Port DELHI AIR for the year 2012-13 and 2013-14 | Export data of major commodities through Port DELHI (ICD) for the year 2012-13 and 2013-14
Import data of major commodities through Port ICD TUTICORIN,4,unexplained,,4,export icd import sea,0,,Export data of major commodities through Port ICD TUTICORIN for the year 2012-13 and 2013-14 | Export data of major commodities through Port TUTICORIN SEA for the year 2012-13 and 2013-14
Export data of major commodities through Port KOLKATA AIR,4,unexplained,,4,air export import sea,0,,Export data of major commodities through Port KOLKATA AIR  for the year 2012-13 and 2013-14 | Export data of major commodities through Port KOLKATA SEA for the year 2012-13 and 2013-14
Export data of major commodities through Port MUMBAI AIR,4,unexplained,,4,air export import sea,0,,Export data of major commodities through Port MUMBAI AIR for the year 2012-13 and 2013-14 | Export data of major commodities through Port MUMBAI SEA for the year 2012-13 and 2013-14
List of ongoing projects with funds status under NLCPR for Tripura as on date,28,unexplained,,4,education health power sports,7,state,List of ongoing projects with funds status under NLCPR for Nagaland as on Date | List of ongoing projects with funds status under NLCPR for Sikkim as on date
"List of all ongoing and completed projects implemented by MDoNER for all schemes (NLCPR, NESIDS, BTC, KAATC, DHATC, HADP, NESRIP etc) as on date",3,unexplained,,4,completed ongoing project projects,0,,"List of ongoing projects implemented by MDoNER for all schemes NLCPR, NESIDS, BTC, KAATC, DHATC, HADP, NESRIP etc. as on date | List of completed project implemented by MDoNER for all schemes (NLCPR, NESIDS,  BTC, KAATC, DHATC, HADP, NESRIP etc.) as on date"
Season frequency of Cyclonic disturbances during Monsoon,3,unexplained,,4,post pre season seasonal,0,,Season frequency of Cyclonic disturbances during Monsoon from 1891 to 2019 | Seasonal frequency of Cyclonic Disturbances during Post-Monsoon from 1891 to 2019
Results of high school examination- 2010 of annual and supplementary examination results (schema 1),2,unexplained,,4,high higher school secondary,0,,Results of high school examination- 2010 of annual and supplementary examination results | Results of higher secondary examination-2009 of annual and supplementary examination results
State/UT-wise Number of Teachers - Others by Management and Classes Taught (schema 2),3,unexplained,,4,other others ut uts,0,,"State/UT-wise Number of Teachers - Others by Management, Gender and Classes Taught during 2021-22 | State/UT-wise Number of Teachers - Other by Management, Gender and Classes Taught during 2020-21"
State/UT-wise Number of Enrolment of Students - All Types of School Management and Level of School Education (schema 5),3,unexplained,,4,number schools ut uts,0,,State/UT-wise Number of Enrolment of Students - Other Schools Management and Level of School Education during 2021-22 | State/UT-wise Enrolment of Students by Other School Management and Level of School Education during 2020-21
State/UT-wise Number of Schools by Management and Availability of Electricity and Functional Electricity (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and availability of Electricity and Functional Electricity during 2021-22 | State/UTs-wise Details of Schools by Management and availability of Electricity and Functional Electricity during 2023-24
State/UT-wise Number of Schools by Management and Availability of Drinking Water and Functional Drinking Water (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and Availability of Drinking Water and Functional Drinking Water during 2021-22 | State/UTs-wise Details of Schools by Management and Availability of Drinking Water and Functional Drinking Water during 2023-24
State/UT-wise Number of Schools by Management and Availability of Boy Toilet and Functional Boy Toilet (schema 3),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and Availability of Toilets and Functional Toilets during 2021-22 | State/UTs-wise Details of Schools by Management and Availability of Toilets and Functional Toilets during 2023-24
State/UT-wise Number of Schools by Management and Availability of Internet Facility (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and Availability of Hand Wash Facility during 2021-22 | State/UTs-wise Details of Schools by Management and Availability of Hand Wash Facility during 2023-24
State/UT-wise Details of Schools by Management and Availability of Library/Book Bank/Reading Corner Facility (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and Availability of Library/ Book Bank/ Reading Corner Facility during 2021-22 | State/UTs-wise Details of Schools by Management and Availability of Library/ Book Bank/ Reading Corner Facility during 2023-24
State/UT-wise Number of Schools by Management and Availability of Internet Facility (schema 2),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and Availability of Internet Facility during 2021-22 | State/UTs-wise Details of Schools by Management and Availability of Internet Facility during 2023-24
State/UT-wise Number of Schools by Management and Availability Ramps for Children with Special Needs (CWSN) (schema 2),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and availability Ramps for Children with Special Needs (CWSN) during 2021-22 | State/UTs-wise Details of Schools by Management and availability Ramps for Children with Special Needs (CWSN) during 2023-24
State/UT-wise Number of Schools by Management and Availability Ramps for Children with Special Needs (CWSN) (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and availability of Ramps with Handrails for Children with Special Needs (CWSN) during 2021-22 | State/UTs-wise Details of Schools by Management and availability of Ramps with Handrails for Children with Special Needs (CWSN) during 2023-24
State/UT-wise Details of Schools by Management and Availability of Co-Curricular Activity Room/Arts and Crafts Room Facility (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and Availability of Co-curricular Activity Room/Arts and Crafts Room Facility during 2021-22 | State/UTs-wise Details of Schools by Management and Availability of Co-curricular Activity Room/Arts and Crafts Room Facility during 2023-24
State/UT-wise Number of Schools by Management and Availability of Internet Facility (schema 3),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools by Management and Availability of Kitchen Garden Facility during 2021-22 | State/UTs-wise Details of Schools by Management and Availability of Kitchen Garden Facility during 2023-24
State/UT-wise Details of Schools having Secondary Sections by Management and Availability of Integrated Science Lab Facility (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools having Secondary Sections by Management and Availability of Integrated Science Lab Facility during 2021-22 | State/UTs-wise Details of Schools having Secondary Sections by Management and Availability of Integrated Science Lab Facility during 2023-24
State/UT-wis Number of Enrolments (Boys) by Management,3,unexplained,,4,ut uts wis wise,0,year,State/UT-wise Number of Enrolments (Boys) by Management during 2021-22 | State/UTs-wise Number of Enrolments (Boys) by Management during 2023-24
State/UT-wise Details of Schools having Functional Smart Classrooms Used for Teaching with Digital Boards/Smart Boards/Virtual Classrooms/Smart TV Available (schema 1),2,unexplained,,4,details number ut uts,0,,State/UT-wise Number of Schools having Functional Smart Classrooms Used for Teaching with Digital Boards/ Smart Boards/ Virtual Classrooms/ Smart TV Available during 2021-22 | State/UTs-wise Details of Schools having Functional Smart Classrooms Used for Teaching with Digital Boards/ Smart Boards/ Virtual Classrooms/ Smart TV Available during 2023-24
State/UT-wise Details of Schools having Functional Mobile Phones used for Teaching Purposes (schema 1),2,unexplained,,4,details number ut uts,0,year,State/UT-wise Number of Schools having Functional Mobile Phones Used for Teaching Purposes during 2021-22 | State/UTs-wise Details of Schools having Functional Mobile Phones Used for Teaching Purposes during 2023-24
"State/UT-wise Details of Government and Government Aided Schools with Upper Primary, Secondary and Higher Secondary Sections having ICT and Functional ICT Labs",3,unexplained,,4,details number ut uts,0,,"State/UT-wise Number of Government and Government Aided Schools with Upper Primary, Secondary and Higher Secondary Sections having ICT and Functional ICT Labs during 2021-22 | State/UT-wise Details of Government and Government Aided Schools with Upper Primary, Secondary and Higher Secondary Sections having ICT and Functional ICT Labs during 2022-23"
State/UT-wise Number of Enrolment of Students - Private Unaided Recognized Schools Management and Level of School Education (schema 1),2,unexplained,,4,number schools ut uts,0,,"State/UT-wise Enrolment of Students by Gender Private Unaided Recognized School Management and Level of School Education during 2020-21 | State/UTs-wise Number of Enrolment of Students by Gender, Private Unaided Recognized Schools Management and Level of School Education during 2023-24"
State & UT-wise Details of Estimates of Meat Production from Goat,4,unexplained,,4,goat pig poultry sheep,0,,State & UT-wise Details of Estimates of Meat Production from Sheep from 2009-10 to 2013-14 | State & UT-wise Details of Estimates of Meat Production from Goat from 2009-10 to 2013-14
Principal Commodity-wise Traffic handled at Jawahar Lal Nehru Port,2,unexplained,,4,jawahar jawaharlal lal up,0,year,Principal Commodity-wise Traffic handled at Jawahar Lal Nehru Port from 1989-90 to 2019-20 | Traffic handled at  Jawaharlal Nehru port Principal Commodity-wise up to 2020-21
Traffic handled at Non-Major Ports,9,unexplained,,4,andhra nadu pradesh tamil,7,"year,state",Traffic handled at Non-Major Ports in Gujarat from 1959-60 to 2019-20 | Traffic handled at Non-Major Ports in Maharashtra from 1962-63 to 2019-20
Commodity-wise Traffic handled at Non-Major Ports,12,unexplained,,4,andhra nadu pradesh tamil,7,"year,state",Commodity-wise Traffic handled at Non-Major Ports in Gujarat from 1959-60 to 2019-20 | Commodity-wise Traffic handled at Non-Major Ports in Maharashtra from 1962-63 to 2019-20
Average Number Of Locomotives In Use Daily (Diesel) Metre Gauge,3,unexplained,,4,diesel electric metre narrow,0,year,Average Number Of Locomotives In Use Daily (Diesel) Metre Gauge upto 2013-14 | Average Number Of Locomotives In Use Daily (Electric) Metre Gauge upto 2013-14
State/UT-wise Total Number of Grevious and Minor Injured Persons in Road Accidents on All Roads (schema 1),5,unexplained,,4,grevious grievous ut uts,0,year,State/UT-wise Total number of grievous and Minor Injured Persons in Road Accidents on all roads during 2017 | State/UT-wise Total Number of Grevious and Minor Injured Persons in Road Accidents on All Roads during 2018
State/UT-wise Total Number of Road Accidents on National Highways (schema 4),3,unexplained,,4,highways highwaysfrom ut uts,0,,State/UT-wise Total Number of Road Accidents on National Highwaysfrom 2016 to 2019 | States/UTs-wise Total Number of Road Accidents on National Highways from 2017 to 2020
Web Map Service from Survey of India consisting of 362 OSM Topo Sheets for railways,4,unexplained,,4,andhra pradesh railways roads,2,state,Web Map Service from Survey of India consisting of 362 OSM Topo Sheets for roads in Andhra Pradesh | Web Map Service from Survey of India consisting of 362 OSM Topo Sheets for railways in Andhra Pradesh
Andaman and Nicobar Islands Gross State Domestic Product at factor cost at Constant Prices for the base year,12,unexplained,,4,constant current gross net,0,year,Andaman and Nicobar Islands Gross State Domestic Product at factor cost at Constant Prices for the base year 1993-94 | Andaman and Nicobar Islands Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05
Andhra Pradesh Gross State Domestic Product at factor cost at Constant Prices for the base year (schema 3),4,unexplained,,4,constant current gross net,1,,Nagaland Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05 | Nagaland Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05
Andhra Pradesh Gross State Domestic Product at factor cost at Constant Prices for the base year (schema 2),4,unexplained,,4,constant current gross net,1,,Tripura Gross State Domestic Product at factor cost at Constant Prices for the base year 2004-05 | Tripura Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05
Andhra Pradesh Gross State Domestic Product at factor cost at Constant Prices for the base year (schema 4),3,unexplained,,4,constant current gross net,1,,Goa Gross State Domestic Product at factor cost at Current Prices for the base year 2004-05 | Goa Net State Domestic Product at factor cost at Constant Prices for the base year 2004-05
GSVA / GSDP at 2011-12 Prices for Puducherry from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,1,,GSVA / GSDP at 2011-12 Prices for Puducherry from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at 2011-12 Prices for Puducherry from 2011-12 to 2015-16 (as on 29.07.2016)
GSVA / GSDP at 2011-12 Prices for Tamil Nadu from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,0,,GSVA / GSDP at 2011-12 Prices for Tamil Nadu from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at 2011-12 Prices for Tamil Nadu from 2011-12 to 2015-16 (as on 29.07.2016)
GSVA / GSDP at 2011-12 Prices for Telengana from 2011-12 to 2015-16 (as on 29.07.2016),2,unexplained,,4,gsdp gsva nsdp nsva,0,,GSVA / GSDP at 2011-12 Prices for Telengana from 2011-12 to 2015-16 (as on 29.07.2016) | NSVA / NSDP at 2011-12 Prices for Telengana from 2011-12 to 2015-16 (as on 29.07.2016)
